,SI,TI,AL,FE,CA,MG,MN,K,NA,P,S,C,XF,XCL,XOH,CE,SR,OXYGEN NUMBER,"stoi,(Ca/P-5/3)/(5/3)*100%",sample
0,0.017343327798621872,0.013046038990123975,0.02043913562458223,0.014504275252522299,10.033399651145668,0.02585576015238715,0.014688287766298309,0.02212286909004675,0.03362333443501781,5.872831529610832,0.026030155736727505,0.0023676144833928697,0.8227080225348998,0.07347665459490042,0.10381532287019975,0.012697869048759467,0.010055849586384887,25.897950363587142,3.6565992839557904,Ap1
1,0.017344629303834416,0.013047018011448247,0.020440669450262294,0.014505363705099828,10.034152593262494,0.025857700460902525,0.014689390027831572,0.022124529269094938,0.03362585765002813,5.873272247847663,0.02603210913250991,0.002367792157633201,0.685641467900813,0.05878573483622664,0.25557279726296034,0.012698821942168799,0.010056604213224973,25.748069110917317,3.6565992839557637,Ap2
2,0.01734343928132176,0.013046122849903733,0.020439267007097122,0.014504368485826993,10.033464145716442,0.025855926352898545,0.0146883821824332,0.022123011295579854,0.0336235505654021,5.872869280100387,0.026030323058251592,0.002367629702389937,0.76786575683258,0.11756340304310621,0.11457084012431383,0.012697950670507082,0.01005591422526357,25.8873555573784,3.656599283955777,Ap3
