,MeltWater_calcfromF,MeltWater_calcfromCl,sample
0,4.327076530132149,3.3731299430193364,Ap1
1,1.4654389777629047,1.3368403714574024,Ap2
2,0.673664893178862,0.5901605443126956,Ap3
