MeltWater_calcfromF,MeltWater_calcfromCl,sample
1.4329806864520618,1.7105147252567585,Ap1
0.9175923507379052,0.8301766273564191,Ap1
1.127975697800852,1.1326070610913708,Ap1
0.9044848656711558,0.8132807405057224,Ap1
0.4879470569501317,0.3658905046662554,Ap1
0.7131613969946297,0.5880572816603643,Ap1
1.5717434591545458,2.053632992686937,Ap1
1.0657555633906544,1.036537866203694,Ap1
1.575561801221348,2.0640167233880735,Ap1
0.7879442600046221,0.6715910587091047,Ap1
1.1552231316112924,1.1766531990003362,Ap1
1.4040954086249668,1.646525606968953,Ap1
1.249584916398493,1.3394669479164143,Ap1
0.7116883158269973,0.5864651638070398,Ap1
1.3253397709143122,1.4830874597663257,Ap1
0.5959783115935335,0.4673595956375707,Ap1
0.7662236004484154,0.6467687884109792,Ap1
0.6012672149475423,0.47255836782435806,Ap1
0.7519443273440576,0.6307043112356229,Ap1
1.0686041102790762,1.0408051377021181,Ap1
1.4816129746023488,1.823677374808309,Ap1
1.2872536426947128,1.4093318769368113,Ap1
1.059715578570971,1.0275297725724173,Ap1
0.5794123019517303,0.45122031367280147,Ap1
1.0386764429045698,0.9965711065461471,Ap1
1.1027001287488987,1.092845160552446,Ap1
0.7611555395263364,0.641044327607949,Ap1
1.1377916990320474,1.1483308602119608,Ap1
1.3657905456348622,1.5651030024398012,Ap1
0.8552779664652054,0.751636146531241,Ap1
1.5533923091719992,2.004494425620809,Ap1
0.9068919528133175,0.8163681916264157,Ap1
1.4655143438552092,1.7854317732441716,Ap1
1.0088767440447004,0.9538050357321837,Ap1
0.9581022406918801,0.883720573817115,Ap1
1.2064817762379387,1.2630305279472078,Ap1
1.3814943860924873,1.5980258866623052,Ap1
1.2854949528362676,1.4060033960690175,Ap1
1.3586027956541977,1.5502402133696211,Ap1
1.0611051099139275,1.0295973231774023,Ap1
0.47140937837773045,0.3511149470512021,Ap1
1.2765864075789768,1.389244977125279,Ap1
0.8705503837622046,0.770473720781235,Ap1
0.6590882957980506,0.5308951377820597,Ap1
1.0538875586674423,1.0188891049753166,Ap1
1.1807075987323274,1.21900711592003,Ap1
0.6899069720308822,0.5631545988209067,Ap1
1.7244886248297981,2.5180837143923136,Ap1
0.8657251372070894,0.7644938748685124,Ap1
1.3023581649451028,1.4381956764169672,Ap1
0.949632908853004,0.8723570680763616,Ap1
1.4876706394875192,1.8382775510598934,Ap1
1.1212306556139247,1.1218948042310346,Ap1
1.5466506043729602,1.9867541177234316,Ap1
0.8001885243565596,0.6857933643264812,Ap1
1.4171807928813918,1.6752283637346728,Ap1
1.0278314898415881,0.9808626374580598,Ap1
0.9807964730585988,0.9146243106292227,Ap1
0.990711620889759,0.9283380660895384,Ap1
1.5530604934972663,2.0036174098829727,Ap1
1.0827984381966966,1.0622519052965689,Ap1
1.0360504189898698,0.9927520204655756,Ap1
1.4948633559665274,1.8557648390506898,Ap1
1.0715885573734594,1.0452890825566064,Ap1
1.7183571943327474,2.4972647603409737,Ap1
1.3160035721220096,1.464705889074994,Ap1
