MeltWater_F,MeltWater_Cl,sample
3.7135030792841452,3.7478999628629017,Ap1
2.0471572782765977,1.8548224825798278,Ap1
6.278119468951419,7.3051416695698315,Ap1
4.2506279561649185,4.426545125935974,Ap1
2.1666567589554786,1.9798496049777625,Ap1
3.2978215919380953,3.245667282747277,Ap1
2.793182068681113,2.6626874257491093,Ap1
3.655964666866728,3.6771917611838476,Ap1
2.117757184211361,1.9284841238446637,Ap1
4.759994488220527,5.101567659932076,Ap1
2.066772870517742,1.8752295475139937,Ap1
5.600591226498681,6.284928523150302,Ap1
3.5656958057654746,3.5670328621180456,Ap1
1.8722205160649468,1.674852620955198,Ap1
3.045670376979123,2.9507098365938584,Ap1
0.3708977512458484,0.2904249270394408,Ap1
2.458914394608024,2.292694767134309,Ap1
3.8081743210319976,3.8650747767108395,Ap1
2.8438748134222567,2.7199254067027905,Ap1
1.8520124412082042,1.6542989996481954,Ap1
1.5455569134977123,1.3486729104258088,Ap1
1.3843219116032948,1.192520406757042,Ap1
2.949242432556252,2.8398448461054353,Ap1
1.3668053811154222,1.175752522420709,Ap1
2.3098536931921085,2.1318852630322573,Ap1
2.365058403620383,2.191138946091711,Ap1
3.642584133118602,3.660803485818199,Ap1
7.581053834606623,9.452432657567934,Ap1
3.1933338380478697,3.122554051752177,Ap1
2.5716167533545873,2.4159965567648647,Ap1
2.974411951368257,2.868679528660527,Ap1
1.3482515404591648,1.1580340195613024,Ap1
1.3668495420909639,1.175794747188004,Ap1
3.075456876966317,2.985172158287322,Ap1
3.9045052187479707,3.9853716755372868,Ap1
1.3176204688279478,1.128877680550847,Ap1
2.420256185181604,2.2507408057125566,Ap1
1.4819192535821104,1.2866533822537047,Ap1
1.943429072041132,1.74766911451904,Ap1
2.861594262150673,2.7400025702987665,Ap1
2.6488546221741545,2.5013488844816565,Ap1
3.8564578700685437,3.9252358787569728,Ap1
1.2842656660204868,1.0972647750704003,Ap1
1.4001856885616162,1.2077396120490993,Ap1
2.065292285090731,1.8736876304912962,Ap1
1.4273465529558051,1.233870476524589,Ap1
2.7527575371507123,2.6172558171217943,Ap1
1.763759530515819,1.565113650272915,Ap1
1.309717007276046,1.121374118791633,Ap1
3.9257963334168524,4.012105418804735,Ap1
3.522175874212046,3.514259824511686,Ap1
2.2628374045078643,2.081701654644326,Ap1
3.558025677997318,3.5577160632043183,Ap1
1.4484250967641168,1.254213531887706,Ap1
1.7254419077128262,1.5266845465777041,Ap1
2.5955555073371492,2.4423764053251538,Ap1
5.08745851896588,5.552085620379977,Ap1
0.6746532431149695,0.5454910254352571,Ap1
1.7215606200316729,1.5228019116888971,Ap1
1.7695880875876666,1.5709747661154183,Ap1
2.630781720856692,2.4813153966868016,Ap1
2.6612807819445092,2.5151449770434557,Ap1
2.3043544108330276,2.1260021491571526,Ap1
2.2833988060347763,2.103616354025752,Ap1
1.6188111568549288,1.4206850491514564,Ap1
2.0680746942460297,1.8765855124025885,Ap1
2.591366650955735,2.437755609064604,Ap1
2.141582712057768,1.953475891008379,Ap1
2.607175621723334,2.4552053810002445,Ap1
2.1819910562158658,1.9960152294563827,Ap1
5.682067649098317,6.404388249643903,Ap1
3.332788267703203,3.2871474325024277,Ap1
1.7312209326868875,1.5324689705801602,Ap1
3.2050102723847425,3.136249548382678,Ap1
1.2055710282118102,1.0232458599180203,Ap1
3.045025827913022,2.949965235538421,Ap1
2.496509217974864,2.333661385406006,Ap1
2.987354931787575,2.8835356365213634,Ap1
1.959251377901306,1.7639310455468522,Ap1
1.8008705214575709,1.6025021809604727,Ap1
3.7089679349403375,3.742312872731399,Ap1
3.661589241512423,3.6840868357505876,Ap1
2.880377079976506,2.76132408476786,Ap1
2.228682428874534,2.045408252978302,Ap1
4.722896146605344,5.051353554383646,Ap1
3.9296439262900966,4.016942200771201,Ap1
1.8307002307909432,1.6326755735508909,Ap1
2.803491308052038,2.674303754066764,Ap1
1.5039634300754996,1.3080800502120211,Ap1
2.7611376679284056,2.6266584405192366,Ap1
2.3427156667703706,2.1671145971599315,Ap1
3.0273689685638825,2.9295861235890595,Ap1
2.000198288644172,1.8061542594050488,Ap1
2.126165099250724,1.9372959480793004,Ap1
4.194764370513884,4.354389565883006,Ap1
2.914019729254868,2.7996154570213743,Ap1
1.6296748110166834,1.4314207448275158,Ap1
2.7803027704011827,2.6481924058998874,Ap1
2.128492254866459,1.9397363731761184,Ap1
4.156628655002603,4.305342942481854,Ap1
1.8279867191191794,1.6299263622079607,Ap1
1.728438622089969,1.5296835539670894,Ap1
4.584048676789191,4.864892083094425,Ap1
3.1531270012336305,3.0755146884517996,Ap1
1.2364368931653478,1.0521826355451493,Ap1
2.817099447644478,2.689656006855057,Ap1
4.699932388632436,5.020354604702105,Ap1
8.580280280640574,11.29172155977271,Ap1
6.246515681197241,7.2561690891332935,Ap1
1.6350315348437485,1.4367197053641505,Ap1
3.139557094319146,3.0596807457412627,Ap1
1.7626102270653428,1.563958412444249,Ap1
0.882682788537312,0.7280766903863852,Ap1
1.0127777984583313,0.8453244431710468,Ap1
1.0129079433131594,0.8454428851415705,Ap1
1.6128868561643392,1.4148366355159288,Ap1
3.1999219661777296,3.1302794563299723,Ap1
1.5430629216659935,1.3462328707988218,Ap1
3.014377557270308,2.9146146567534696,Ap1
1.261434957444314,1.07570846938213,Ap1
3.0959341502808284,3.008923097027714,Ap1
2.7716845132586476,2.6385036639514947,Ap1
2.4061100791257473,2.2354321762487506,Ap1
2.4197407101192425,2.250182559829905,Ap1
1.202944769090894,1.020789434147637,Ap1
5.909713912488275,6.742775406638549,Ap1
2.003813860296929,1.809892120008667,Ap1
2.14625701605148,1.9583868580556691,Ap1
4.968092961282335,5.386341440191111,Ap1
2.074627835622778,1.8834142390507866,Ap1
3.7217123127090224,3.758019420008416,Ap1
2.710537775196157,2.5700079482503844,Ap1
2.1072484912750933,1.9174823427507874,Ap1
2.6300923812989914,2.4805520242547905,Ap1
2.7199949604935223,2.5805735381178936,Ap1
2.8754075081107593,2.7556788691392917,Ap1
1.6520805913561283,1.4536083288981998,Ap1
2.5139291399100645,2.352699330381257,Ap1
2.7723243382597915,2.639222668008784,Ap1
2.376116677361053,2.203051070683969,Ap1
2.611732653292273,2.4602407564544104,Ap1
2.1847844841730764,1.9989630799353453,Ap1
2.6835840001037217,2.539951808051987,Ap1
1.4129821245718917,1.2200392178662114,Ap1
2.3793290154891693,2.2065141196668665,Ap1
1.3667630978111098,1.175712093230744,Ap1
1.9514103831043734,1.7558684522417922,Ap1
3.007876932504059,2.9071305425603686,Ap1
5.198156220106873,5.707372766521515,Ap1
3.723889815436484,3.76070492008289,Ap1
4.811343594147894,5.171346101254992,Ap1
4.47028208488388,4.713836767920425,Ap1
2.201618658970527,2.0167472965250663,Ap1
4.820569584482437,5.1839172778137925,Ap1
2.703201735434539,2.5618192213835123,Ap1
1.6925199844888832,1.4938093742776093,Ap1
1.6927129488515844,1.4940016799683484,Ap1
2.046094445987544,1.853718068861649,Ap1
1.8559472263684107,1.6582972195129706,Ap1
1.0245579880294844,0.8560545475158529,Ap1
1.5580333117268312,1.360890965732875,Ap1
1.6545151681052164,1.456022900912965,Ap1
3.1793483718896667,3.1061708873605727,Ap1
2.16425880448128,1.9773241526649548,Ap1
3.377157036062389,3.33998362365855,Ap1
1.2736499943404433,1.087233348370128,Ap1
6.1294240940180496,7.0759302043416055,Ap1
1.9409509300624488,1.7451248245135949,Ap1
2.707221175847146,2.566305081992741,Ap1
2.9220019712008534,2.8087198092745203,Ap1
2.803208367039609,2.6739847759465123,Ap1
2.401924512588872,2.230907110591216,Ap1
2.896149847506727,2.779260096439664,Ap1
3.817785711154814,3.877028944751293,Ap1
2.819885325760111,2.6928015749005647,Ap1
2.7963913009790207,2.666302236835408,Ap1
2.037037781667527,1.8443125154292317,Ap1
2.2721097996681237,2.0915782019512714,Ap1
3.117081841418194,3.0335022477129545,Ap1
5.275730818372618,5.817107197238839,Ap1
5.776780733049214,6.544344952471269,Ap1
2.341444457819886,2.1657494642488095,Ap1
2.7644062262487457,2.63032800508113,Ap1
3.2455396266692147,3.183908816749517,Ap1
1.239525075475726,1.0550845842364796,Ap1
3.9733675232964174,4.0720280381980025,Ap1
2.8274976871226447,2.701401344449869,Ap1
3.17249149312695,3.0981466680469625,Ap1
2.537891475644071,2.3789449243567917,Ap1
1.4245828845726365,1.2312073738694809,Ap1
3.225358891147708,3.1601542762934343,Ap1
2.4265743026155304,2.2575856739899454,Ap1
4.107477177575239,4.242380820046142,Ap1
5.0686085876284945,5.525794617200665,Ap1
2.209236531414396,2.024806038825409,Ap1
2.4879066265638006,2.3242727550189057,Ap1
1.0302664316853252,0.861260834763513,Ap1
3.7812294496051266,3.8316192477462865,Ap1
2.1778771005730073,1.9916755240446755,Ap1
3.470125442096145,3.451429451486802,Ap1
2.0907801120305973,1.900267492135941,Ap1
1.2056449843671107,1.0233150464710865,Ap1
1.8936683351745136,1.6967208217099177,Ap1
1.8364380116844274,1.638491762779987,Ap1
4.184264149813517,4.340868096020732,Ap1
1.7285566460050135,1.5298016905313836,Ap1
3.482579649740699,3.4664345672500088,Ap1
3.1483858349328617,3.0699800878519143,Ap1
2.199616418900652,2.014630312937609,Ap1
3.63026887595887,3.64573823791919,Ap1
1.677309474830648,1.478665076305349,Ap1
2.2559899817262576,2.074414550825082,Ap1
1.5235313582363634,1.3271504851984985,Ap1
1.6817535245153097,1.4830868613630774,Ap1
2.2478216285708896,2.0657288899765094,Ap1
2.480078299491307,2.3157366074553325,Ap1
2.5936552816451544,2.440279983319876,Ap1
1.8662398885915361,1.6687646163238712,Ap1
2.4554838925105553,2.288964771622285,Ap1
2.3351768185818753,2.159021497240259,Ap1
2.834109747084401,2.708876482473722,Ap1
2.8121803926841773,2.684104028049894,Ap1
3.7029086995148806,3.7348518884225586,Ap1
2.61016783902905,2.4585114152604066,Ap1
1.2885792321413532,1.101345064925602,Ap1
2.599558848947794,2.446794456281472,Ap1
3.005064003444887,2.903893548110099,Ap1
1.9713270611547793,1.776362351856672,Ap1
0.8885423928295164,0.7333078189851875,Ap1
4.31336516083127,4.508017746597147,Ap1
5.280271016428239,5.8235530219093485,Ap1
2.0231394587370275,1.8298977241053882,Ap1
3.0323500682127156,2.935331554791047,Ap1
1.5543564529564236,1.3572882407422349,Ap1
1.7773504164818346,1.5787868427713365,Ap1
2.788774318657148,2.6577245656037563,Ap1
2.8759199902207726,2.756260894789305,Ap1
2.5177940312828806,2.3569279818748154,Ap1
2.2493334357844144,2.0673358508356303,Ap1
2.109640835791035,1.9199857935354927,Ap1
2.60084603134643,2.4482153732269216,Ap1
0.6463421707672531,0.5211242263023269,Ap1
1.884277376593099,1.6871390066340697,Ap1
3.209716116088959,3.1417735487678775,Ap1
1.3969266685614723,1.204610421064563,Ap1
1.6303537745183363,1.4320921920449532,Ap1
4.406356881887688,4.6296367325368,Ap1
3.1958512525474982,3.1255054459957567,Ap1
2.734349916073438,2.5966306635704983,Ap1
2.418195129740472,2.2485089225850214,Ap1
2.4680524743246837,2.302637307539819,Ap1
3.2616397935511285,3.2028937545029863,Ap1
2.7633999334093513,2.629198122901135,Ap1
3.3679619424418337,3.3290151050618464,Ap1
3.377338783670854,3.340200522384392,Ap1
2.319664073915086,2.1423891597670504,Ap1
3.8110497726457147,3.8686499958549176,Ap1
2.5379910630746836,2.3790541400239142,Ap1
1.8242684271097236,1.6261605922345268,Ap1
2.5189680756089787,2.3582128695528057,Ap1
1.8213760697274393,1.6232324553096817,Ap1
1.658247337240392,1.4597258114406437,Ap1
1.247868656537707,1.062931152561691,Ap1
6.63936252598394,7.874935562334641,Ap1
4.860139521642075,5.237952158015536,Ap1
5.606286166801741,6.293250351335162,Ap1
3.1828071573024954,3.110220560810595,Ap1
2.1573272183236805,1.9700278278202792,Ap1
2.4816790843723893,2.317481552653403,Ap1
1.5674375026748684,1.3701131496670684,Ap1
3.179097038919242,3.1058766710712717,Ap1
2.4307034092950914,2.262061541808919,Ap1
3.479351546380266,3.4625435574890013,Ap1
4.49411311520275,4.745350724203107,Ap1
2.724944301270291,2.5861070702883957,Ap1
1.2117938619310948,1.02906984892946,Ap1
1.5725739906000833,1.3751548397515965,Ap1
3.4287297570070816,3.4016834304954426,Ap1
2.8377593599998394,2.7130046406736548,Ap1
3.9766494633719036,4.076171835292933,Ap1
1.829665021786903,1.6316266404057482,Ap1
3.426643085736764,3.3991810630924983,Ap1
1.8404108452730321,1.6425212089812715,Ap1
3.276502105155793,3.2204455094782594,Ap1
2.5420787422110585,2.383538013766947,Ap1
2.080735377621652,1.8897832054915706,Ap1
2.042473250495053,1.8499562066125859,Ap1
2.4191414503805233,2.249533616253979,Ap1
3.6390680925163106,3.656500526892469,Ap1
4.762187338519483,5.104540989679139,Ap1
2.1070781284718723,1.9173040936855492,Ap1
3.491594593156591,3.4773071343385102,Ap1
3.277169601616852,3.221234390520588,Ap1
2.2838586641418828,2.1041070450479604,Ap1
2.2175529636120412,2.0336115563786317,Ap1
3.25224783244744,3.191815351582166,Ap1
3.1928277218442194,3.121960773632523,Ap1
1.9382448866838597,1.7423473877736708,Ap1
1.3224839940214843,1.1334990784424923,Ap1
2.0521605919529424,1.860023341946839,Ap1
1.0361149862990973,0.8665994326959389,Ap1
3.710419524941886,3.744100905995544,Ap1
3.586777607886027,3.5926756267835875,Ap1
4.425414055357827,4.654687306168953,Ap1
2.1857804974510397,2.000014375575208,Ap1
4.585170623112579,4.866389478577047,Ap1
2.1657208380966355,1.9788638411547144,Ap1
3.025626894278964,2.9275774079841126,Ap1
3.3700076472934124,3.3314545158299875,Ap1
1.5273451970404224,1.3308728984742846,Ap1
2.2003309484950773,2.0153857363912975,Ap1
1.9584646785614581,1.7631217817587055,Ap1
1.1169334201821624,0.9408370871221576,Ap1
3.348522646579134,3.305858660853124,Ap1
1.6952800210715706,1.4965604215839885,Ap1
2.39014793815553,2.2181862707697975,Ap1
1.953151505544374,1.7576581476997761,Ap1
3.038246841687193,2.942136855736302,Ap1
2.599140157969308,2.4463323058686806,Ap1
2.3572098289850283,2.1826930124177526,Ap1
3.3867287814792104,3.3514117783256663,Ap1
5.305255099371777,5.859069963000476,Ap1
3.0418593885801997,2.9463079705028674,Ap1
4.383799022482323,4.60004028597367,Ap1
1.6350215059537785,1.4367097813306202,Ap1
1.7614580368344248,1.562800433573836,Ap1
3.0745196535116035,2.9840862566502806,Ap1
3.8398308820016,3.9044881487974705,Ap1
2.5316969012933943,2.3721537124291983,Ap1
2.6647692427572074,2.5190212359622546,Ap1
1.9479581591016666,1.7523209898492271,Ap1
4.737865032518786,5.0715944948734535,Ap1
2.215756766494181,2.0317090376761304,Ap1
1.5040248763168504,1.308139859757401,Ap1
1.6774589479301667,1.4788137613579797,Ap1
2.9538270260553423,2.8450916138459825,Ap1
3.695102897695425,3.7252465499967133,Ap1
2.9368086194468117,2.8256273364980924,Ap1
2.512315227148383,2.3509340308199143,Ap1
3.62226300857495,3.6359540665717773,Ap1
1.8856177379570949,1.6885059616830251,Ap1
3.544608878119731,3.5414351877114343,Ap1
2.4321821433624926,2.2636649422196813,Ap1
2.7035035504770684,2.56215599456586,Ap1
1.499769935931286,1.3039993648911485,Ap1
3.151775799658673,3.0739370998916375,Ap1
2.705452893012405,2.5643313758119533,Ap1
1.6412896317796946,1.442914775774391,Ap1
2.1457373744068335,1.9578407793044046,Ap1
1.625585630012941,1.427378028285002,Ap1
1.7986371743414158,1.6002474228311192,Ap1
1.3588105198374634,1.1681122595378026,Ap1
2.2750881852230056,2.0947527851806087,Ap1
1.2918572474333232,1.1044473989704926,Ap1
1.545765326401715,1.3488768496269592,Ap1
2.1538127780022376,1.9663306215917715,Ap1
3.135481335188538,3.0549291123569153,Ap1
4.773700546493414,5.120161546798026,Ap1
3.0629510611945845,2.9706907785470817,Ap1
2.3163224000702263,2.1388099920834063,Ap1
1.2818978844655933,1.095026055426421,Ap1
1.8493656288687692,1.6516105641383914,Ap1
1.0439630827221043,0.8737704118576618,Ap1
1.463613953162631,1.2689069088732075,Ap1
2.9901507163810592,2.8867472029779635,Ap1
3.4344365678950375,3.40852968533287,Ap1
1.5101038380631788,1.3140592219904654,Ap1
2.808461349536755,2.6799083156577344,Ap1
1.7389524494096449,1.5402140558582793,Ap1
2.730059021259284,2.5918284737532225,Ap1
3.8528296834174114,3.9207057617006753,Ap1
2.1416757436409273,1.9535736077061705,Ap1
3.0912662756526026,3.0035047341860888,Ap1
2.3251323390763834,2.148248872760835,Ap1
2.1144196823799573,1.924988606112363,Ap1
2.998774673589914,2.896659358220816,Ap1
2.746308374173342,2.610025284635978,Ap1
1.6821831851157112,1.4835144971894163,Ap1
3.6777486035974487,3.7039166932012257,Ap1
3.3341176324893618,3.2887272031046897,Ap1
1.7736343155307106,1.5750460157778428,Ap1
2.151797424826259,1.964211118278147,Ap1
2.951487384277977,2.84241374443838,Ap1
1.1099531689758346,0.9343910932718096,Ap1
2.829702898407789,2.7038938439140896,Ap1
2.1785262476864977,1.9923601601629957,Ap1
3.9967897659761062,4.101628627624918,Ap1
1.4810292957431732,1.2857896259226653,Ap1
1.592143225483841,1.3943927322711311,Ap1
2.7826067259110845,2.6507839900057735,Ap1
2.3002994449334526,2.1216664267226277,Ap1
3.067861224633104,2.9763744637881286,Ap1
4.001908229936182,4.108105772771788,Ap1
1.3305351326798875,1.1411560172675128,Ap1
4.042808498314534,4.159972846058951,Ap1
1.9516395559761466,1.75610399779068,Ap1
2.3933934069670593,2.2216903529284306,Ap1
2.5849955810617735,2.430731473537369,Ap1
2.063475927903419,1.8717963875072554,Ap1
2.287050104853553,2.1075131502375966,Ap1
2.3462857538602986,2.1709494715403874,Ap1
1.7588867447708525,1.5602168033477521,Ap1
2.415109591423201,2.2451685685263407,Ap1
2.821543807566765,2.6946746112152544,Ap1
2.352084022080282,2.1771809596020213,Ap1
2.7190030540327683,2.5794648930304263,Ap1
