,sample,Kd_ClF,MeltWater_Cl,MeltWater_F,Kd_OHF,gammaF,gammaOH,gammaCl,Kd_OHCl
0,Ap1,0.11766798541576663,2.2881768528232436,2.4547590771749785,0.010155799215418298,1.1397240752629672,1.25749503915476,2.3595449349858133,0.08630894103892338
1,Ap2,0.11107389744737196,0.9871789581151248,0.9432273762140181,0.012871032296283497,1.0785082859492356,1.3529879982192987,2.572133913166826,0.11587810090468766
2,Ap3,0.062026391004064575,1.1459758012858487,1.8722573609427269,0.003258220241167067,1.0448854201447293,1.5696494679533313,3.3936504948152475,0.052529579561602355
